lang	dem	synt_pos	anim	role	anaphor_device	anaphor_form	anaphor_referent	anaphor_start	anaphor_end	anaphor_sentence_transcription	anaphor_sentence_translation	filename	length_words
kna	PROX	INDEP	ANIM	protagonist	PROX	mibišda	boys	330.0967186207079	330.3601360352997	Χɨnimer tinʲa miʔ xibɨr χɨnɨχ ʁedürgera mibišda sešun χadiš χɨlabɨr mɨkʷan dülqera ǯʷer ǯukan dalgara qidid χɨnimer dii hasa bejda tiʔ q'üdhüra.	мальчики оттуда сюда он видит троих мальчикову них в руках нет ничего играются своими руками разоваривают между собой идут мальчики и ипроходят мимо	kna_pears_sai_9.TextGrid	538
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯʷer ǯukan	boys	332.70463884307287	333.2534251234724	Χɨnimer tinʲa miʔ xibɨr χɨnɨχ ʁedürgera mibišda sešun χadiš χɨlabɨr mɨkʷan dülqera ǯʷer ǯukan dalgara qidid χɨnimer dii hasa bejda tiʔ q'üdhüra.	мальчики оттуда сюда он видит троих мальчикову них в руках нет ничего играются своими руками разоваривают между собой идут мальчики и ипроходят мимо	kna_pears_sai_9.TextGrid	538
kna	PROX	INDEP	ANIM	protagonist	PROX	min	man	39.15693001709381	39.345712497551254	Χɨˤrbɨr kʲaq'laad momenta min... xib minowdɨ ruura χ1ibɨd t'ak.	за то время как он начал срывать груши у него напонилось три корзины	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minowdɨ	man	39.595959041413444	39.95157255111234	Χɨˤrbɨr kʲaq'laad momenta min... xib minowdɨ ruura χ1ibɨd t'ak.	за то время как он начал срывать груши у него напонилось три корзины	kna_pears_shk_10.TextGrid	544
kna	DIST	ADNOM	INANIM	secondary character	DIST_NP	ti χɨˤrbɨr	pears	42.117262154425134	42.635316403122296	T'akbɨr ti χɨˤrbɨr ilxed korzina kaldɨ wii,	корзина, обычная корзина в которую груши собирают	kna_pears_shk_10.TextGrid	544
kna	MED	ADNOM	INANIM	secondary character	MED_NP	ha t'akɨlma	basket	45.4919807685187	45.939790373324726	ha t'akɨlma ara Jahmiš minowa haara χɨˤrbɨr.	в эти корзины он собирает груша	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minowa	man	46.73769040165191	46.95281462356853	ha t'akɨlma ara Jahmiš minowa haara χɨˤrbɨr.	в эти корзины он собирает груша	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	man	49.29213203172997	49.65652612191526	Lä leč'ur xura tiь ginijii ǯudɨ fart'uk',	когда поднимается при нем есть фартуг	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minowɨs	boy	76.1129956453212	76.48178002574969	χɨnɨχ jirq'ɨr welisopedakan minowɨs hɨgara hišir sifta sa eč lewšus, sa χɨˤr lewšus xur.	подъехав на велосипеде мальчик захотел взять сперва одно яблоко, одну грушу	kna_pears_shk_10.TextGrid	544
kna	DIST	INDEP	ANIM	protagonist	DIST	tin	man	81.49818540380882	81.82745717204854	Ǯibra fikɨr hawɨr tin läna hukur hagujne,	потом подумав, увидев что тот  смотрит на вверх	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	Minow	boy	87.62165223957872	87.97287545903443	Minow lebšur t'ak jiǯ lešur,	он берет саму корзинувзяв ее	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	INANIM	secondary character	SELF	jiǯ	basket	88.56698102381476	88.74259263354261	Minow lebšur t'ak jiǯ lešur,	он берет саму корзинувзяв ее	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	98.88586793720297	99.07904070790362	q'uˤhuˤra mid tiь, ǯudɨ χalɨχdanabaj.	едет он обратно, в сторону своего дома	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	100.11514920529794	100.32149284672816	q'uˤhuˤra mid tiь, ǯudɨ χalɨχdanabaj.	едет он обратно, в сторону своего дома	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minuw	boy	103.0634432678342	103.44100822874908	Dagul hɨɨra man [R faktičeski] minuw lešurne mid.	украл он получается фактически	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	INANIM	secondary character	PROX	mid	basket	103.82296347990716	104.01174596036459	Dagul hɨɨra man [R faktičeski] minuw lešurne mid.	украл он получается фактически	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minow	boy	104.94064740452548	105.22162598009004	Χɨˤrbɨr minow dagul hɨɨra.	груши он украл	kna_pears_shk_10.TextGrid	544
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	Tin bobodidɨs	man	106.06498721125608	106.61816378189882	Tin bobodidɨs χabar adiš.	там дед даже не знает об этом	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	ǯudɨ	boy	115.60693364509348	115.95815686454918	rɨšed welisopedakan ǯudɨ uu hanijii q'ɨxdɨ q'ak ǯuu,	когда на велосипеде проезжал мимо девушки на нем была большая шапка	kna_pears_shk_10.TextGrid	544
kna	MED	ADNOM	INANIM	secondary character	MED_NP	Ha dahras	stone	124.38879346889064	124.8980671371014	Ha dahras welisoped xura jɨˤwχɨˤr, welisoped xa luwurkara jüǯ xa lukur,	ударившись в этот камень велосипед падает и он тоже вместе с ним	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ xa	boy	127.01857732456521	127.29077531964339	Ha dahras welisoped xura jɨˤwχɨˤr, welisoped xa luwurkara jüǯ xa lukur,	ударившись в этот камень велосипед падает и он тоже вместе с ним	kna_pears_shk_10.TextGrid	544
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimer	boys	144.25684909619574	144.85392856927044	mi χɨnimer hɨχdɨ χɨnimer dišir,	эти мальчики оказались хорошии мальчишками	kna_pears_shk_10.TextGrid	544
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimeše	boys	148.4934820048677	149.04226828526726	mi χɨnimeše wɨlc'ara minowus kumag.	эти мальчики помогают ему	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minowus	boy	149.56471282420762	149.97740010706806	mi χɨnimeše wɨlc'ara minowus kumag.	эти мальчики помогают ему	kna_pears_shk_10.TextGrid	544
kna	MED	ADNOM	INANIM	secondary character	MED_NP	ad χɨˤbɨr xa	pears	152.1547022807036	152.7342205928055	Яhmiš q'aara, t'akala ara ad χɨˤbɨr xa,	собирают ему , ставят в корзину груши	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	boy	155.54684116227497	155.72684306224602	jüǯ lä luquzur, welisoped xa lä luwza q'awɨɨr,	приподняв его самого  и его велосипед	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	mid	boy	158.5424365150468	158.8190248003682	mid siq'irgara tiʔ... tiʔ.	отпускают его туда	kna_pears_shk_10.TextGrid	544
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnimešis	boys	165.60301795253363	166.29229352071545	Had waχtinde mi χɨnimešis tinʲa hargʷara minowdɨ q'ak.	в это время те мальчики замечают там его шапку	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minowdɨ	boy	167.0117347226324	167.37612881281768	Had waχtinde mi χɨnimešis tinʲa hargʷara minowdɨ q'ak.	в это время те мальчики замечают там его шапку	kna_pears_shk_10.TextGrid	544
kna	PROX	ADNOM	INANIM	secondary character	PROX_NP	mi q'ak xa	hat	169.90947000062442	170.45825628102395	Haa, q'ak xa hagʷɨr [...] mi q'ak xa [R značit] minowdɨ jii xur,	увидев шапку они поняли что это шапка его	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	minowdɨ	boy	170.7611863078045	171.2397279443129	Haa, q'ak xa hagʷɨr [...] mi q'ak xa [R značit] minowdɨ jii xur,	увидев шапку они поняли что это шапка его	kna_pears_shk_10.TextGrid	544
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	mi χɨnɨχ	boy	173.58584495206907	174.0380448471183	q'urha q'aara mi χɨnɨχ.	зовут обтратно этого мальчика	kna_pears_shk_10.TextGrid	544
kna	DIST	INDEP	ANIM	protagonist	DIST	Ti	boy	174.84033516568869	175.0774108388213	Ti welisopeda ʁad Jawaš haara.	останавливают того который на велосипеде был	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	Mibɨr	boys	180.38824788943433	180.6604458845125	Mibɨr dülьq'era q'idibɨr dii.	они играясь шли обратно до этого	kna_pears_shk_10.TextGrid	544
kna	DIST	ADNOM	ANIM	protagonist	DIST_COMPLEX_NP	ti dagul hɨɨdbaj, χɨˤrbɨr dagul hɨɨd χɨnɨχ	boy	185.5675190716941	188.02608160788404	ti dagul hɨɨdbaj, χɨˤrbɨr dagul hɨɨd χɨnɨχ jii šuw,	тот который груши украл мальчик	kna_pears_shk_10.TextGrid	544
kna	MED	INDEP	ANIM	protagonist	MED	hanowa	boy	189.30280788369706	189.91744851774453	hanowa xelekande fikr waara:	он потом начинает думать	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	Ǯu	boy	198.66305322366165	198.79476193095752	Ǯu dagul hɨɨbɨr jii,	сам украл их	kna_pears_shk_10.TextGrid	544
kna	PROX	INDEP	ANIM	protagonist	PROX	mibɨr	boys	201.94897413045166	202.25190415723222	mibɨr q'udhüra tiь.	они все уходят туда	kna_pears_shk_10.TextGrid	544
kna	MED	INDEP	ANIM	protagonist	MED	had	boys	203.59391838872585	203.88806783502	Tiь q'idid had bejda tiʔ q'ühura ti ... q'ɨxdɨ baba,	по пути  мимо них проходит тот взрослый дед	kna_pears_shk_10.TextGrid	544
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti ... q'ɨxdɨ baba	man	204.84954139828	206.20175079318446	Tiь q'idid had bejda tiʔ q'ühura ti ... q'ɨxdɨ baba,	по пути  мимо них проходит тот взрослый дед	kna_pears_shk_10.TextGrid	544
kna	DIST	INDEP	ANIM	protagonist	DIST	tinxa	man	209.64260837190344	209.90602578649523	Hajя tiʔ q'idid tinxa saʔ seq'eč'ur ula saʔ gʲaq'ɨr,	оттуда сюда идя тот тоже спустился сверху вниз смотря	kna_pears_shk_10.TextGrid	544
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnimer	boys	220.73319446565458	221.25563900459494	tinʲa miʔ χɨˤr wiilera, ti χɨnimer bejda tiʔ q'uˤdʁuˤra.	оттуда груши кушая, те мальчики мимо проходят	kna_pears_shk_10.TextGrid	544
kna	PROX	ADNOM	ANIM	protagonist	PROX_NP	Mi bobodidɨs	man	223.0788859689384	224.07109156390078	Mi bobodidɨs hac'ar diš: [mib...] χɨnimeše dagul hɨɨdid χɨˤrbɨr,	этот дед не знает эти мальчики украли груши	kna_pears_shk_10.TextGrid	544
kna	SELF	INDEP	ANIM	protagonist	SELF	jüǯ	man	230.23053070559783	230.51150928116238	[R ili] jüǯ šakallɨ ruura ǯuda q'ʷaˤd χajma, sa χajma ula saʔ suq'ur,	он ща недопонимает что-то, или у него было два, или один был у него сверху смотрит	kna_pears_shk_10.TextGrid	544
kna	MED	INDEP	ANIM	protagonist	MED	hanowdɨ	boy	57.62983025614429	58.215934003611	Haя χɨˤrbɨr saʔ leč'ur hanowdɨ.	тогда упали и его груши	kna_pears_vdm_3.TextGrid	180
kna	MED	INDEP	ANIM	protagonist	MED	hadxa	boy	61.060734166750635	61.43610398254392	Ej, hadxa lurkuraj šuw?	она тоже упала же(говорит кому-то)	kna_pears_vdm_3.TextGrid	180
kna	MED	INDEP	ANIM	protagonist	MED	hanowdɨ	boy	74.45168593375661	74.96095960196737	sabajnuw χɨˤrbɨr Jahmiš qaaraj hanowdɨ,	один собирал ему груши	kna_pears_vdm_3.TextGrid	180
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	Ti q'aˤsdɨ bobodid	man	84.64629200417608	85.80084604423017	Ti q'aˤsdɨ bobodid haя, uu χukaala saʔ eqeč'ud [ǯi...] ǯigɨj sabajdɨ t'ak madišij.	тот старый дед тогда, сверху с дерева когла спустился одной карзины не осталось	kna_pears_vdm_3.TextGrid	180
kna	SELF	INDEP	ANIM	protagonist	SELF	Juǯ	man	99.60382484556926	99.9177305979578	Я Juǯ halgɨr diš ti χɨnimer xa hatχɨˤr haя tiʔ dülqera.	сам вообще не разговаривал с мальчикам те тоже прошли мимо играясь	kna_pears_vdm_3.TextGrid	180
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnimer xa	boys	100.56732458668277	101.14903804390629	Я Juǯ halgɨr diš ti χɨnimer xa hatχɨˤr haя tiʔ dülqera.	сам вообще не разговаривал с мальчикам те тоже прошли мимо играясь	kna_pears_vdm_3.TextGrid	180
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnimer	boys	106.30824246655422	106.87019961768334	Haя ti χɨnimer diid ǯigɨj rɨˤɢaˤ šlʲapa agɨr habišda.	когда те мальчики шли по дороге находят шляпу они	kna_pears_vdm_3.TextGrid	180
kna	DIST	INDEP	ANIM	protagonist	DIST	habišda	boys	108.94151072331503	109.5583465024841	Haя ti χɨnimer diid ǯigɨj rɨˤɢaˤ šlʲapa agɨr habišda.	когда те мальчики шли по дороге находят шляпу они	kna_pears_vdm_3.TextGrid	180
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnɨχ	boy	111.07078587072023	111.56249837795822	Süt hawɨr ti χɨnɨχ qurha qɨɨr,	свиснув мальчика развернули	kna_pears_vdm_3.TextGrid	180
kna	DIST	ADNOM	ANIM	protagonist	DIST_NP	ti χɨnimešis	boys	115.80015645743265	116.53333492804643	Haя ti χɨnimešis hanuw xibnowɨs xib χɨˤr hɨwɨraj.	тогда тем мальчикам троим три груши дал он	kna_pears_vdm_3.TextGrid	180
kna	MED	INDEP	ANIM	protagonist	MED	hanuw	boy	116.53333492804643	116.99212025846043	Haя ti χɨnimešis hanuw xibnowɨs xib χɨˤr hɨwɨraj.	тогда тем мальчикам троим три груши дал он	kna_pears_vdm_3.TextGrid	180
mhb	DIST	INDEP	ANIM	protagonist	DIST	it	man	14.773510059690503	15.188455929778716	wak'ile ca adamilini χazain urgareʡaˤj ittija, ʁʷet'la it,	Пришел один мужчина хозяин наверно был этого,дерева,	mhb_pears_abk_1.TextGrid	224
mhb	MED	INDEP	ANIM	protagonist	MED	illizer	man	20.92700046837031	21.42310326585149	karzinkunera lelle illizer,	Корзины тоже были у него,	mhb_pears_abk_1.TextGrid	224
mhb	MED	INDEP	INANIM	secondary character	MED	helra	apron	29.481790267340568	29.850574647769058	helra bic'ile,	Его тоже заполнив,	mhb_pears_abk_1.TextGrid	224
mhb	ABOVE	INDEP	ANIM	protagonist	ABOVE	ič' adami	man	61.25265797279126	61.88046947756833	ič' adami qʷaˤrʔbe diq'uwe lewre,	тот мужчина собирал груши,	mhb_pears_abk_1.TextGrid	224
mhb	ABOVE	INDEP	ANIM	protagonist	ABOVE	heč'ili adami	man	75.77161030853203	76.46527616695705	heč'ili adami nara qʷaˤrʔbe diq'uwe lewre ič'e aquw, ʡaˤrq'uwe lewre	а тот мужчина до сих пор груши собирал там на верху,	mhb_pears_abk_1.TextGrid	224
mhb	MED	INDEP	ANIM	protagonist	MED	heldi	boys	102.91337942732535	103.28216380775383	heldi bak'ib kumakis,	они пришли на помощь,	mhb_pears_abk_1.TextGrid	224
mhb	MED	INDEP	ANIM	protagonist	MED	heldilini	boys	104.06016024577254	104.48162810911938	heldilini darʔile qʷaˤrʔbera,	они собрали груши,	mhb_pears_abk_1.TextGrid	224
mhb	PROX	INDEP	ANIM	protagonist	PROX	išdilis	boys	112.80479233104143	113.32943201510338	ca-ca qaˤrʔra gib išdilis,	по одной груше дал им,	mhb_pears_abk_1.TextGrid	224
mhb	DIST	ADNOM	ANIM	protagonist	DIST_NP	itdi uršbe	boys	114.05949576258874	115.09740324628339	itdi uršbe ʡaˤšbaˤqile	те мальчики возвращаясь	mhb_pears_abk_1.TextGrid	224
mhb	DIST	ADNOM	ANIM	protagonist	DIST_NP	het dadda	man	121.15374022164788	121.74319169982165	ʁʷet'ičebadal... ʁʷet'ičew lewre nara het dadda,	с дерева... на дереве был до сих пор тот дедушка,	mhb_pears_abk_1.TextGrid	224
mhb	DIST	INDEP	ANIM	protagonist	DIST	itize	man	128.33490101984367	128.75617105133628	itize ħabargib karzinka qʷaˤrʔbela,	он не нашел корзинку груш,	mhb_pears_abk_1.TextGrid	224
mhb	DIST	ADNOM	ANIM	protagonist	DIST_NP	hetdi ule	boys	135.02438695545268	135.58195381633863	bak'ibʡaˤj hetdi ule ite χaˤrʔudi	пришли те дети оттуда	mhb_pears_abk_1.TextGrid	224
mhb	DIST	INDEP	ANIM	protagonist	DIST	itra	man	141.9950703548316	142.58087628907379	ʡaˤraʁa, hete ʡaˤla ħule kalʔunʡaˤj itra,	потом за ними смотря остался он тоже,	mhb_pears_abk_1.TextGrid	224
mhb	DIST	ADNOM	ANIM	protagonist	DIST_NP	it uršira	boy	144.3579234377101	144.8035378973945	it uršira ʡaˤraˤq'un	тот мальчик тоже уехал	mhb_pears_abk_1.TextGrid	224
mhb	BELOW	ADNOM	INANIM	secondary character	BELOW_NP	heχdi karzinkune	basket	78.85808863935758	79.81517191237437	Demχulle daq'ibi, χilьp'ela daq'ibi karzinkune lelle, heχe ulq'uwe lelle daq'ibsijajli heχdi surleħelara dac' daq'ile dilьc'aquwe lelle heχdi karzinkune	Заплетенно сделанные, из плетьев сделанные корзинки были, туда сыпались собравшиеся, те с подола освбодив его заполнял те корзины	mhb_pears_anv_7.TextGrid	345
mhb	MED	INDEP	INANIM	secondary character	MED	Helьdi	basket	83.47433116243234	83.76848060872649	Helьdi dilьc'aqulaʁle ca	Когда их заполнял одну	mhb_pears_anv_7.TextGrid	345
mhb	BELOW	INDEP	ANIM	protagonist	BELOW	iχini,	man	93.59753325858186	93.99704967071273	ʡaˤraʁa, k'ʷijal karzinka bic'aqile lebre ʡaˤj iχini,	потом, две корзинки были уже заполнены им,	mhb_pears_anv_7.TextGrid	345
mhb	BELOW	INDEP	ANIM	protagonist	BELOW	iχeb	man	95.7398336492884	96.08227628825772	ca bac'ilьra lebre ʡaˤj iχeb,	одна пустая тоже была,	mhb_pears_anv_7.TextGrid	345
mhb	BELOW	ADNOM	INANIM	secondary character	BELOW_NP	heχdi kоrzinkune	basket	113.47260109006375	114.31553681675744	ħule wizurʡaˤj heχe gubʡaˤj heχdi kоrzinkune, dic'ibi karzinkune qʷaˤrʔbela	и увидел эти корзины, полные корзины груш	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NUM_NP	it qʷaˤrʔbela karzinkara	basket	124.67551188429162	128.3984780105221	bagažnik buk'ulʡaˤj it dirxul sik'alʡaˤj, ite haraq'aq'eb lebre, bixib ite it qʷaˤrʔbela karzinkara,	богажником называют то куда что-то ставят, там спереди был, поставил туда ту груш корзинку,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	it	boy	133.21871399580368	133.47335082990907	murda wiʔile lisibit'ičew wašes waʔib it	залез на велосипед начал уезжать он	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	It	boy	133.74637076255968	134.14588717469056	It wak'ibijaʁle it adami lewreʡaˤj ʁʷet'iče aqile,	Когда он пришел тот мужик был на дереве,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	ANIM	protagonist	DIST_NP	it adami	man	134.74990891839713	135.17137678174396	It wak'ibijaʁle it adami lewreʡaˤj ʁʷet'iče aqile,	Когда он пришел тот мужик был на дереве,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itize	man	136.82263778255464	137.04215229471444	itize ħagub iχ iχe wak'ibi,	он не увидел его как пришел,	mhb_pears_anv_7.TextGrid	345
mhb	BELOW	INDEP	ANIM	protagonist	BELOW	iχ	boy	137.20510490308158	137.32364273964788	itize ħagub iχ iχe wak'ibi,	он не увидел его как пришел,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	it	boy	152.7731897389496	152.83026351211117	Ca zamajzeb ca dursi lelle ʡaˤj itiču dande itedi ʡunħedi ʡaˤrq'ulaˤʁleʡaˤj it	В одно время одна девочка была навстречу по этой дороге когда уезжал он	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itdi	boy	158.56327626564703	158.73531215624848	cenħe bikib ʡaˤj itdi ite ħunħeb	встретились они на дороге	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	secondary character	DIST	itdi	girl	158.73531215624848	158.84945970257158	cenħe bikib ʡaˤj itdi ite ħunħeb	встретились они на дороге	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	it	boy	161.2269569033642	161.6791567984134	it ite dursiliče ħule wilьzuwe lewreʡaˤj	он на эту девочку смотрел	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	ANIM	secondary character	DIST_NP	ite dursiliče	girl	162.01710824655686	162.90394687568252	it ite dursiliče ħule wilьzuwe lewreʡaˤj	он на эту девочку смотрел	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NP	it lisibit',	bike	169.12826116767013	169.72534064074483	heχe haraq'eb ʁarʁa buʔileleb ʡaˤj caʁidu haraq'eb ite ʁarʁalize barχile it lisibit',	там впереди камень оказывается был чуть спереди  там об камень тронулся велосипед,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_COMPLEX_NP	it qʷaˤrʔbela bic'ibi karzinka	basket	180.05601101764495	180.48809777133272	arikib, arikile bac'aq'urʡaˤj it qʷaˤrʔbela bic'ibi karzinka bac'aq'ur,	упал, когда упал рассыпалась та груш полная корзинка рассыпалась,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itija	boy	183.69587169745827	184.07782694861635	arbikib lisibit'ra, arikib sawijalra dagara lebre itija izaʔulle	упал велосипед тоже, упал сам тоже нога тоже была повреждена	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	hetedi	boys	188.2172652444546	188.55092730293754	helьdijaʁle cabeħ ʜaˤbal urši bak'ib hetedi išebaˤʜileʡeb	и в этот момент одни три мальчика пришли оттуда сюда	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itdira	boys	189.74800907208171	190.01142648667349	itdira bišt'al uršbe lebre hanna ħuwani uršbe lebre itdira,	они тоже маленькие мальчики были ну теперь как ты мальчики были они,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itdira,	boys	191.45199368199084	191.90419357704008	itdira bišt'al uršbe lebre hanna ħuwani uršbe lebre itdira,	они тоже маленькие мальчики были ну теперь как ты мальчики были они,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itdilini	boys	196.0432209040921	196.3681023820886	ʜaˤbal urši bak'ib gubʡaˤj itew arikile kumak baq'ib itdilini darʔa dakib itija	три мальчика пришли увидели там его что упал помогли они собрали его	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itija	boy	197.10965046440256	197.37306787899433	ʜaˤbal urši bak'ib gubʡaˤj itew arikile kumak baq'ib itdilini darʔa dakib itija	три мальчика пришли увидели там его что упал помогли они собрали его	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NP	itdi qʷaˤrʔbera	pears	197.43725403271893	199.709113257161	itdi qʷaˤrʔbera bic'aqib it karzinkara bixile it ʡaˤraˤq'unʡaˤj	те груши тоже наполнили ту корзинку тоже поставили его и уехал	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NP	it karzinkara	basket	201.66749277383013	202.70360127122447	itdi qʷaˤrʔbera bic'aqib it karzinkara bixile it ʡaˤraˤq'unʡaˤj	те груши тоже наполнили ту корзинку тоже поставили его и уехал	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	it	boy	203.083718212528	203.20225604909427	itdi qʷaˤrʔbera bic'aqib it karzinkara bixile it ʡaˤraˤq'unʡaˤj	те груши тоже наполнили ту корзинку тоже поставили его и уехал	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	INANIM	secondary character	DIST	itra	basket	207.58142289903643	207.9502072794649	ʡaˤrq'uwe lewre, ʡaˤrʡaˤrʡaˤrq'uwe agʷire it naʔobоrоt bic'aqile itra,	Уезжал, не уууезжал наоборот наполнив ее тоже,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NP	it karzinkara	basket	208.60803714541024	209.8460989939916	it karzinkara aqu bixib ʡaˤrq'uwe lewre itiče aqub lebre ca išlaˤp'a,	ту корзинку тоже поставили наверх и уезжал, на нем была одна шляпа,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itiče	boy	210.8467824676924	211.18483481641854	it karzinkara aqu bixib ʡaˤrq'uwe lewre itiče aqub lebre ca išlaˤp'a,	ту корзинку тоже поставили наверх и уезжал, на нем была одна шляпа,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	ANIM	protagonist	DIST_COMPLEX_NP	it uršiličeb	boy	213.7509126965033	214.49726203784667	it uršiličeb ʡaˤj it ʡaˤrq'ul uršiličeb it išlaˤp'a lebre arbikile ʁida itebaˤʜlewanal,	на том мальчике, на мальчике который уезжал, та шляпа упала чуть дальше,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NP	it išlaˤp'a	hat	215.7960742792986	216.23510330361825	it uršiličeb ʡaˤj it ʡaˤrq'ul uršiličeb it išlaˤp'a lebre arbikile ʁida itebaˤʜlewanal,	на том мальчике, на мальчике который уезжал, та шляпа упала чуть дальше,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	ADNOM	INANIM	secondary character	DIST_NP	it išlaˤp'ara	hat	218.99516852552043	219.47810045227203	ca urši ʡaˤš waˤqile wak'ile it išlaˤp'ara gib itize,	один из мальчиков вернулся и ту шляпу отдал ему,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itize	boy	220.04005760340115	220.38689053261368	ca urši ʡaˤš waˤqile wak'ile it išlaˤp'ara gib itize,	один из мальчиков вернулся и ту шляпу отдал ему,	mhb_pears_anv_7.TextGrid	345
mhb	DIST	INDEP	ANIM	protagonist	DIST	itra	boy	224.27863426497834	224.65619922589323	ʡaˤraʁa murda wiʔile itra ʡaˤraˤq'un ʡaˤj ʡaˤraʁa	потом залез  и уехал потом	mhb_pears_anv_7.TextGrid	345
